seller_id,seller_total_txns,seller_disputed_txns,seller_fraud_ratio,buyer_ratings,is_safe_seller
0xa105fe41f3d31d8e72eea4a11d1c57c24fc6a298,972,14,0.014,3.54,1
0xf1027feb08d89f42593d3c7dd76bf8b0e3d514d0,48,99,2.062,4.33,0
0x6e95e91e91621be3a3a9792399f70e019c2b60ac,101,84,0.832,3.98,0
0x07f1b1e4744fa7b51506555f3ebefaf988c9f514,558,69,0.124,2.2,0
0x253294e086e4b67f021d6e4d7949940febfc0d92,231,64,0.277,3.6,0
0x1ae6cc5c1736338f978a05cfb8f20481f498d5e5,778,3,0.004,3.58,1
0xc8b537ac4da5a5cdb72c6118db816f3052802b75,683,10,0.015,4.47,1
0xb2d5c6294ec8acf99026cb71575710a3bd8fe303,440,25,0.057,4.49,1
0x6339573b81e83793c2cf00a844f058945af93376,795,60,0.075,2.83,0
0x9c51f29ea8dcc70332b7d47fd916e3bb5b0fb440,605,36,0.06,4.31,1
0xa717db3d7a81441dadad494cc57a7e2505f87a99,383,22,0.057,3.95,1
0xe44f2e6d4e7408ca549459fbdc7d721269ff7514,182,92,0.505,4.09,0
0x50d1228d7ab8cfae8a2ca797ba8a0d2105fd4882,431,84,0.195,3.57,1
0xc85d10a0a334c5aa9c8fbfbb19f56ba3f89444cc,919,90,0.098,3.96,1
0xd4af07b30eef767d725bbc9723bcff97839a13b8,713,39,0.055,4.81,1
0x87798d8f115df748d5ac19acf70609ff51927d50,311,76,0.244,4.08,0
0x6edd88c0fc4af3c45f630ff98d9d6427e3d1fbd4,783,22,0.028,3.97,1
0xdd4d60172347d40926b1322e004dba3668c502b8,508,15,0.03,3.66,1
0x7607c30f2f832949d9b6ae4f15e747d6cced5a37,272,93,0.342,4.74,0
0xfe412b5786b25d2d16fcc6a40b8e4f46baf6e633,590,60,0.102,3.1,1
0x685f568c3a2e2fd4ec4a0f89182dae5b39437712,12,67,5.583,3.44,0
0xf8895e32486072029dae844ea294f2d5b85fc11f,924,79,0.085,3.06,1
0x11d00b13aa7ece48d8173de3962b2fd7c8496077,512,30,0.059,4.14,1
0x783d74afd529ce395824a2331581e5e9e55a4f1c,480,52,0.108,4.83,1
0x7869ee2a6b3748869139adb234cfe7015ed28157,301,24,0.08,3.77,1
0x2b86243a0a2ed7ea37091f3d0f8888f9a49ead40,168,43,0.256,3.25,0
0x314fafb117bce2acd8d0ea6062ef1c814d37f306,489,11,0.022,5,1
0x08a892f73a8dd8b4df8642d723773d55f4d7ccae,601,89,0.148,4.32,1
0x2e526cd27eff680b977efcd6d7e575b0e0350886,76,96,1.263,4.19,0
0xed3415b84e0743a5dc90392704561e6830d8cbf2,571,91,0.159,3.87,1
0x402d79812806d25bb9723903a79423a444dbe1f7,909,8,0.009,4.47,1
0x2c982db49b572f7246b8c18d36fef25c6953da0f,563,11,0.02,4.18,1
0x4fee53b341b3df4e074cf545a2bfd3f442b1888f,915,68,0.074,3.66,1
0x2eca832ad2659ca168a3a94ab7f14820e26a4b33,948,53,0.056,3.78,1
0x7b6c74c2df59746db6b39ac35fdb7eb5aeb08d16,242,53,0.219,3.29,0
0xd4c1bf575ca71a8709b19e9a7587d7b3120b0d8b,108,27,0.25,3.2,0
0xdb42bb1a21b835f875f77e5189ccfe42f42d102a,214,55,0.257,3.79,0
0x37784fab6b9ca720c92ef0b9826795de96a70756,558,98,0.176,4.81,1
0x7da7957c70a52c0b7c9ccd42d0b140d280186421,832,68,0.082,3.28,1
0x62538d99f3ade48efea574445e244bf2351132d2,472,97,0.206,4.59,0
0x4374d89de09cab88c46bbae3729ae47d7be6b2bd,458,97,0.212,3.44,0
0x21ac9bbdae03feb7757b304a796ff0a1d3942c3e,272,76,0.279,2.75,0
0x96818b54928477d0bb76cf303b3026e678bc4da0,390,57,0.146,4.38,1
0x5e07aa5552dd2e9d758dab6c340418434d481c43,779,77,0.099,5,1
0x38d85f420f6620aead6ad0d189f52971beffe046,852,74,0.087,3.4,1
0x717e52fe328d182c25758e86495514f53d46b0c7,391,41,0.105,2.9,0
0xda26bff973cc09c1b865d3fa38569c3df06a6579,881,37,0.042,4.32,1
0x05e0c6c5b73984ada7c011ac7678de0e67fa951b,263,67,0.255,3.35,0
0xe57dc2fc01a43ba5fdddcf8c35ecd6d7e7c77ee1,287,52,0.181,4.38,1
0x9dd790fda0257f7a220f644c094c0c4de20aafa6,630,32,0.051,4.81,1
0xdad15831d054e24f69927460e6afd7e05485b50a,879,70,0.08,4.23,1
0x0d5ec7731475e9c5e870bb8df765b10ba78a3dc6,44,55,1.25,4.57,0
0x31866db9e40fcfed6879e66116c79ebf2d3952a2,490,71,0.145,4.57,1
0x6505ee133c28f88abbed2e8d90cc848bc027bc1c,933,50,0.054,4.69,1
0xfb8e99c29b75e564955ebe6c73158aab53fb1ef3,224,73,0.326,4.03,0
0x04fcc86a6945e9c9b1bb6add6416bfdf55252c3d,133,42,0.316,4.55,0
0x816101a7b9a6ef658dd097dadd0cb779866ffee1,524,14,0.027,4.12,1
0x6fbdeeecff5a923948d6643dff3e6c25a428a5fa,617,37,0.06,4.27,1
0x72fd131b60997b1beb968249a75e37b780840cbe,932,14,0.015,5,1
0x62ba07f51c5d96d2fba7c21a8c5eb39a6877cbf5,896,4,0.004,4.17,1
0xc04072ff75644bcabf49611f6e2a21ae83ba900d,692,92,0.133,2.95,0
0x5ed2f8a730bc572cbec6a114724d21bc4483c2fc,623,82,0.132,3.86,1
0xf754d21f7d60412d8d47fb7f5803b325e8c1d973,617,53,0.086,3.78,1
0xf2c8556084e10da18eb2822694ec62cdf717d9a1,264,50,0.189,3.81,1
0xd6a43bbc749d833077773f8aa839eef50ee85e2b,994,9,0.009,4.67,1
0xeb6b177a34543390a72aeeb12f3cf4f041c3d5bc,970,11,0.011,4.79,1
0x881a47b5a2cabe6df5b52fe4f640e7c767915b30,370,3,0.008,3.93,1
0x13d1f42deeae2b95e9ee5f6ec6bd3dd15fc93cd4,762,94,0.123,3.03,1
0x994f4f2cab0f839001f713232e0ca56342131321,791,17,0.021,4.07,1
0x6529a91d005376e9b25485e28998d46cbb502b91,548,79,0.144,3.62,1
0x35064946c7aa84bb0b3f1023441045002329d890,653,35,0.054,4.15,1
0x72ec475571c82898afa942e760569c97cce3d70f,528,24,0.045,3.92,1
0x8bf930065f136cdc41b84656450b90dbf45574b6,911,86,0.094,4.85,1
0x1c0b8f325df148c432e0fb3714e9f874d92ce5e5,818,75,0.092,4.19,1
0x4d90393581622370223dabad06ff6f6be0e1b48a,891,97,0.109,3.62,1
0xe9429ae0523f01cf7e1f14baa68fc3c75b805ae7,20,35,1.75,3.03,0
0xf78e94bd69e6359f3ebf2c8e5ff42dcb3a29af30,133,66,0.496,3.97,0
0xc44119515e75b460aa78836e4a26c1a089af2247,579,8,0.014,3.97,1
0xe116d4088d3bee4efc929573fb88d9fa9d11fa20,113,60,0.531,3.82,0
0xf191c2fc86c6e580c6ac773ef0b0885930a9c0a3,891,52,0.058,4.54,1
0x19e9b7f35ca8e3613169afb9a2705d7f8422d940,537,17,0.032,3.03,1
0x1e4829a4e954de00460d291a0fd61e7c4086e42b,674,42,0.062,3.47,1
0x23b99d128fbcc5aa75460179810f4d378b112798,273,34,0.125,4.04,1
0x5ff14df3ce4e0da19722cfd02724554220807fc8,166,62,0.373,3.61,0
0x247e82364cd7148581a4298b0cb71b5547933d02,264,97,0.367,3.75,0
0x07a7a15473ff9f6cb924097a0f30755df878ff28,928,77,0.083,3.96,1
0xea607a1bb3cac80564dcd82faf73a3236e8b2068,106,3,0.028,4.48,1
0x56edfc74ec6a50cb2ded1baa4a4b25816b463d9e,510,92,0.18,3.93,1
0x49d86d45e5113372b436a181a7d6aaba1ea55698,739,40,0.054,2.62,0
0x15196f48311a22bf72a56ad5edbef51f9c1fbd0a,575,44,0.077,3.58,1
0xbe5da408c5637362f650021a9220e878564d2473,251,49,0.195,4.35,1
0x92a5f363b781912dbee1efb71996d76aef704d36,644,78,0.121,4.53,1
0x0c800079a924dae4dadb8e6bf08a7f1daa27b31d,799,27,0.034,4.57,1
0x273c50aa179ffbfb656f5dbc3553251dc2188582,841,41,0.049,4.77,1
0xa2e29bb1110eebd9de3aeae0f519339450b2726d,541,79,0.146,4.08,1
0x94200227242051b9561a1a556183690858c1c0e8,135,75,0.556,4.18,0
0xe13830e2976194cfdd692f95ca5f433f92dbc8fd,357,68,0.19,3.29,1
0x4f497f23d152e18f1b57b9284697bf0346ebf129,200,97,0.485,2.48,0
0x4584d5429ba9562307e5b6b7393250ab66c719d6,797,0,0,3.01,1
0xfc20b7c06deb6e5f4a050098a11b41463c0f1288,920,38,0.041,3.51,1
0x2c9525e03f45df0a75ee57eba8116ec2ad9ad348,934,95,0.102,3.05,1
0x493ea68dd504485e3bc80ab40d65e9cc193c9e53,670,89,0.133,3.79,1
0xfd27ce8571eda4af4cf52b5be1d72e1bce9bae01,386,16,0.041,3.68,1
0x5fb67b26d607769c9777e0fe105bfba6da9bb509,649,90,0.139,4.66,1
0x986e2edbce725c3cc8f3e7a79d26be8a73aa4591,231,87,0.377,3.32,0
0x7e870c9099e1bc42698784ea148b088a950441b7,705,34,0.048,4.1,1
0x4564cf5341d3ae3e1c7c25d6d3bc5283879753d6,480,45,0.094,3.71,1
0x1d0d1ac6187747ede3461e2997f6357d1d36419e,481,41,0.085,3.3,1
0xf90a139b32769b37e7f77d0ebaff2a0e966221fe,269,38,0.141,3.49,1
0x4e52dd57ec9b520e42803ce7f81c9d367e34cd74,376,89,0.237,2.56,0
0x8539dbdd43254c8d4926df58816414a6da173491,490,48,0.098,4.52,1
0xd73b2b6428d91c9c9872dd773f65ab0e2d59deb5,438,61,0.139,4.98,1
0xbc7ae8abe5a2593cf88af4706d9f1b4b6f70f9fa,650,37,0.057,3.81,1
0x4a706a6b2b3807e376e7708d9b8804cd1c25b500,215,22,0.102,4.02,1
0x98864f810d622df0ca53c09a447b30e4da226288,576,21,0.036,3.79,1
0x086b0496c5ff0c35f92ecbeb30dc9a32ba26f2bf,944,3,0.003,3.43,1
0x9d02e4fbc6ea3416d68fba0cb7a5460d9878a5c1,381,48,0.126,4.49,1
0x15fc3f550d943adbd3ca316f97e6484b60562dac,399,58,0.145,4.22,1
0x39ee2baad39eb7ab154e04a609adc1eddb7ff064,454,72,0.159,1.96,0
0x504aeee7159b9fa0dd83c0686d0baedf44d29cb1,947,67,0.071,3.28,1
0xc361f2a052b2c90a8d7a650754fb1d4d57cb563e,368,70,0.19,2.56,0
0xd2d0fae75e87126e759b73f0514265148e2bef0e,880,86,0.098,5,1
0x39ccc847d7fdc34cec82c43dbb1d754aac23e030,461,1,0.002,3.88,1
0x63f21eae7af87cae5593bac1614f16adbf79ba48,729,48,0.066,4.17,1
0x3bdd118da12286c4de35796c967dd2c75030b861,732,87,0.119,3.75,1
0x8a560767eb0944f305217db873ee2616702e2b0b,230,94,0.409,4.77,0
0x7ac657dd4a86acf1d5028b9a95733fa15c293c82,986,30,0.03,4.6,1
0x4fd6e0d1298758c470a9e510577efe65c84ffabe,135,39,0.289,3.85,0
0x48b3e08564d3f2c7a21ce780793ee6b5748db188,592,47,0.079,5,1
0x1ede6399d871366026bdb06dc5f15eeb1300889d,480,50,0.104,4.13,1
0x7b4c53d141f7840f322913feca8b989bed02423e,802,42,0.052,2.98,0
0x7f3d52e8d6833c0841537f9afd9cc02d07d4e0ac,990,97,0.098,4.07,1
0xa42d28647700c818d658a1fed5a7648d5f59dc5a,281,54,0.192,4.36,1
0x28a686b036cb9df67f3a811f60e6e831e07835ba,160,87,0.544,3.91,0
0xb05ef9450dc3a482d2fe912250394235101e02f4,764,48,0.063,3.71,1
0xb9b2ab1a7486c6fafd08a342fe6e15cbdc27c75a,222,89,0.401,5,0
0xc73631cc2a1c49459b931b078b14501d4fbfe4b1,194,79,0.407,3.17,0
0x715e75ef87a1b133f35cbf02788b4dd0a5f19fe6,421,56,0.133,2.07,0
0xe874e2d488be265bb4070572ee624526a0fdd5ee,985,76,0.077,5,1
0x764738d12840050e350b261ce596711427fe0c4c,679,14,0.021,3.14,1
0xc2be693f11315cdb3fee0f7691308eefe8d044fc,696,26,0.037,3.8,1
0xf067680dc7c9fcc5504e349ba55f5fe8459951d2,550,67,0.122,3.74,1
0x6b9b40edf886d766a26c3c74e83f05469796133c,45,79,1.756,4.86,0
0xa6c8946079104ea55c99bf5eb6c7866312c13ae4,311,63,0.203,5,0
0x9058f5c47e7026d7bd29a6c58da5c5f43ee824f5,947,93,0.098,3.1,1
0xfb08486651f179369cdae8b8531e5131ac7dc634,342,29,0.085,4.95,1
0xa4b9b543ef5cb5b592a2f82b923254e5fdc1c6e2,318,35,0.11,4.94,1
0xf420bf21d9bf7b1036bc42c7bbb7aa1bd6701551,79,66,0.835,4.01,0
0x010a4cc032cd0043e7d14ce0fc8150d1ef349d4f,957,85,0.089,4.65,1
0xee03a65a39f7158cd9f96b6fff51dada92518238,283,85,0.3,4.72,0
0xca6373b825689c8c87e344f3cf4bdeb3bf7d94d0,180,48,0.267,3.82,0
0xe8b83da831f0b883f18b7bd4e5209d70c86dd52f,900,75,0.083,3.89,1
0xd01ed5c9d596365e754196b3b8c20bf6cdcbc448,666,54,0.081,4.41,1
0x98f6b5dbc48a9698bb06f2d0689ab644edb54819,277,84,0.303,2.86,0
0x6f1cc11265f501a727c042d7eaf25a82944c0553,841,55,0.065,3.75,1
0x308a4cb1cccfd1388d62c05edc3720d0e3c2d177,624,67,0.107,3.16,1
0x434b66506aeb51ccd6ef66747dd89e13a2679570,655,94,0.144,5,1
0xeeeb89243467e061b516fe36defa84b932b7b471,866,43,0.05,3.74,1
0x0c3ddc11ca91c17e6bce1d33c70709ea0b7fe805,787,30,0.038,4.19,1
0x144a496bf6e4d9e5dea3f6f7220b4a680eb61724,863,57,0.066,3.85,1
0x03d9975e1c58a0791b4fea6c45beca62da8a4b7f,935,86,0.092,3.8,1
0x40f80c8929de7084f719185e8668a693b886670f,293,52,0.177,4.15,1
0x3ed2407d2f1ebb648bd0cfdbf9544cb2f1b69de9,728,83,0.114,3.49,1
0x100254880d69f9f2786ed06a752779ab0987b00e,897,78,0.087,3.86,1
0xbb2c337661bc4e5b05e60deed97fed71a03f2309,276,22,0.08,3.86,1
0x573806b1f52b6e7b81c98e52fe27cd8380034b3d,934,27,0.029,3.7,1
0x303c855a494ce4941bff52cf1396d80850e0ae9e,70,15,0.214,4.27,0
0x1958f4c85080687e2755607fa5277088137a18d9,487,36,0.074,3.69,1
0xc923dd78a8f901ed36563bf8d86762c135da4047,940,20,0.021,5,1
0x746843e57b89ade87b8274115e93bfd2028f0f2a,252,78,0.31,4.44,0
0x72017df5a46c37f067ca4f3ee7e1395982d9a9a5,160,16,0.1,3.06,1
0x9fe438509005d0192ad99e528eb7b4877e3a7a6d,51,36,0.706,4.39,0
0x8166ae021ffd0f8051043574914ca9ecdc677643,939,76,0.081,3.52,1
0xae24577edb083bf6fafb3bdfa7446c40605defa0,458,18,0.039,4.09,1
0x84acefb55460de385f3865d6c167320f36c42f32,205,29,0.141,3.49,1
0x12c2918a49e79fdc91ebc214dfdd623e6b034a92,664,44,0.066,2.46,0
0xdcc861866121ae3591e481a546ba29fc47528ef7,128,17,0.133,3.98,1
0xbb8830c83c3ff9c4702b194ec01cd3655244c79b,5,77,15.4,3,0
0xd79f2137ca7285183a3ed5dc39b1e8e541d9dc04,972,61,0.063,4.29,1
0xe1827b50c53552e3b29f76aa895b16d3431609a4,763,35,0.046,4.12,1
0x6688db3c16a290c8299351185613dcf8148084fe,859,99,0.115,3.58,1
0x02c8da21e4d016cc3eb2f7b8f13a29ca47332201,644,83,0.129,5,1
0xec1ce3330448d9ff747d644615f98f19e2397905,195,51,0.262,3.13,0
0x8558df4d61829ced35a2d271c40c24abce5e4fcc,583,18,0.031,3.56,1
0x288befe6303a0dc2f9657c64b0b6d6ae5d284349,520,43,0.083,3.22,1
0x42efd274fa2875ecfcc5e468e0cebc07f921e87e,446,6,0.013,5,1
0x9ed0952ea661bd3803b50233b51e8c30cecc5f93,925,43,0.046,4.95,1
0x90e90e556307406f281a9a4b7b288578e44f1553,819,67,0.082,3,1
0x49f7d7ad477823291f0ca6d37aa04ef1eb6203b0,810,33,0.041,3.42,1
0x8893e7787a86a5c8d69fce92452794961dbf1dac,147,65,0.442,3.45,0
0x80726f928f16d5ca51728daae560390f5c19787f,195,68,0.349,3.61,0
0x8fa1ea88b45f3b07f02491c1749970c4ad4adc0d,537,54,0.101,3.27,1
0x1e493468167726c681355fe3a04d3c01a00b7b6d,231,9,0.039,3.58,1
0xc4969ae89c8675b5b7d2c9f26591e3f5ab9a6bc9,317,95,0.3,4.7,0
0xa8fc4e216ccc3bc4350e4c5167e6afbde38a6806,633,41,0.065,5,1
0x5d38af77cbc839ac31a78d5be91854723cc75e74,953,40,0.042,2.92,0
0x3faa29856ad565cfe0972025c7b1484d76603606,306,76,0.248,3.27,0
0xdfaa9ba6ed860cc079cac4598fa45bd8ed6c3f4e,658,68,0.103,4.15,1
0xdbedcb56e679f2edb82a55c259079992fc3737d7,464,9,0.019,2.89,0
0x5021c6964271bdd5febcdd93e713eee1c09a2a06,405,9,0.022,4.17,1
0x5086276479a18e25b2640240b8d703a6df2fa4c3,555,90,0.162,4.38,1
0x4f387eb13419f2f1750f06ed2a3c518e0855491f,397,59,0.149,4.49,1
0x0a2425bd265e142e84b4d32203d8e65351fd2c4d,871,50,0.057,4.36,1
0x8169fae17220124f5e0bfbd85f5c8b1240ff87cf,768,20,0.026,3.63,1
0x00759a9febd21b654fc852920303fbf3e468e512,849,7,0.008,3.87,1
0x2123bad76d9efe2dda7af5fc41008c87ed01a99b,211,64,0.303,3.17,0
0xc95e5a09b4de006e9304f31b64976bb3c144c642,214,91,0.425,4.33,0
0x648f06b1df550dc5b735a9e10b6547ac5cd05a57,119,77,0.647,5,0
0x0a94ef39a73ef23b275dbf2f4523f5e729dae91f,741,84,0.113,4.32,1
0xa76cafbda5c3a2b76f007c5626622fb87a97b988,650,29,0.045,3.51,1
0x353b36041102f75c4c3f73015f6d0e80440e839e,255,84,0.329,4.7,0
0xffd8442c8523992716962fc5babf860ef015a451,223,48,0.215,5,0
0x6ff44e24446dd2a7ca048f75f8abb1765d766231,411,8,0.019,4.17,1
0x7ad9c4fd5cd1642e2f0f74edf39fba2d8d2a419c,447,16,0.036,4.39,1
0x3e9236781935a6800d4295635b22aff3d9ffa419,607,68,0.112,4.47,1
0xfe913db844b662df7dfe9e2fd8e5df9097e6d9cc,358,57,0.159,2.88,0
0xc7966fe43033d352968c4f4535fe4bd9c1480698,892,56,0.063,3.71,1
0x863cd039e242d21d4000c37dc001677859751db7,562,61,0.109,3.64,1
0x332e4a9cc4dba9c4176e21ef825993b8cfa09f53,554,94,0.17,4.58,1
0x419af28bd48a7d082b69f2940a6775de8095476d,146,51,0.349,4.5,0
0xf36d7558981306580199e3033bb18863b2be9fc5,616,60,0.097,3.92,1
0x0a0312f83ef852e839054921199706a109609169,505,39,0.077,3.6,1
0xc657cd66c6755917266f86e5f557f350aee40e65,844,37,0.044,2.82,0
0x5bf25a9cde470ce1528564d8d0ea72b7bd94366a,706,42,0.059,3.99,1
0x3f16c1583dcc6d5796f96a0311e78f0c5c40f68b,551,62,0.113,3.33,1
0xa41e9e00135a8dd8a831f67a5d86512d26ff35c0,663,18,0.027,3.25,1
0xcf6b9d9ed25c3fdb55709502a9b2fb56f57b52bc,546,99,0.181,4.65,1
0xe114b2888660cf66c11169ce17bd1414b3d929ee,850,49,0.058,4.58,1
0x7d556e846f20504973f8406f7d0539c2c05e0499,511,32,0.063,3.66,1
0x9dd275970f5b6aea829bd99431efbf3d7c8878cc,600,12,0.02,2.9,0
0x52e517ddf2100dce595c96b76a7dac7251e22997,885,77,0.087,3.42,1
0xdbedd99bfaeec84151652fcd51cf88c92fdaadac,285,96,0.337,4.7,0
0x795613c4da750ae7f2a51419f2ea3a5c928186cc,428,61,0.143,4.33,1
0xfd5a93bfffd45e90be31964c51d9e5ceb211ba48,860,92,0.107,3.67,1
0xd1ea6718e61c47f432c000b7cd010f9e3c0698e1,274,42,0.153,4.04,1
0xc8d9049616d9df6d1fe0f4eb3c5d38220b2944ff,158,48,0.304,2.55,0
0xe56cc835fc2c9767dc68a7e6212c27b90f241b96,618,35,0.057,2.49,0
0x80c6bd79e066fbab297cb18fd754866008be9fa6,731,9,0.012,5,1
0x9b9beb8632133c78aa59381b1b8bac3e6acdd0a1,666,94,0.141,4.35,1
0x42e9e4a1ebb10228805f514f50fd7e14e26d64b2,948,5,0.005,4,1
0x1701db08b34bdcb59cfe3b96f245530941203f23,87,56,0.644,3.72,0
0xaf62febe0641c3815dcd42e1dcfa5a4ad00f8cae,626,0,0,2.77,0
0x4489f537cf867b049fdbb576705e0eb5e138727c,951,70,0.074,4.7,1
0xb85b39474e81179121ea6ae9b0316ea1d31ccb9a,903,57,0.063,3.2,1
0xba952de0653208a493d84bcd463499ba32b84c12,430,90,0.209,4.49,0
0xee0b2247f30a273ea9989cc6bfe33a9dcc558cff,279,20,0.072,4.09,1
0xedec60ff5f198eedea3152c08e29eb08971411b7,717,91,0.127,3.96,1
0xd6ef458b89fb44279e59ef42054135481bec1b6c,288,79,0.274,3.09,0
0xd0a05cf68f2464eafba5233c2316bf96d06f977d,984,55,0.056,3.1,1
0xd724407250e3338f43f7ae7222cf89ed2144f971,177,86,0.486,4.27,0
0x88e71b7ab0be4cb0d06f3398f2c473948c55abb9,331,19,0.057,4.06,1
0xe7d236999ac674525e7067617f9332a4ae6ab342,722,53,0.073,4.03,1
0x69c7d835bf5ebbf9f41a1ed30d4a6e2ff043e06e,67,24,0.358,4.2,0
0x1c243727ced8f62cc0b2f279420fe06fe56e6b0c,77,27,0.351,2.64,0
0xe8360de0bf794604b2200e19004ee31cbd40cfc2,767,4,0.005,4.71,1
0x2633745028966fc1edbb1d05a59a3e07ccf45734,640,20,0.031,3.75,1
0x15fef128b35a31c2a7c9d94e190188c0bbc3b219,379,17,0.045,4.82,1
0xf81c6995cb7dfe945787255b04e3f07ebf150261,637,46,0.072,2.59,0
0xe05de6303745ffe4a3033aedab6f5d30e36d873c,512,69,0.135,4.4,1
0xb33665f82aac2104a2abbdf23a93419f5cafcfc4,791,56,0.071,4.39,1
0x9338d7303b335227ddc3c50524c590c66fc09b4e,947,92,0.097,2.96,0
0x6d89974a740df15a940ae45a3aa295824ed7becc,402,18,0.045,3.55,1
0xbf51044b3da1ea942f4af29fef78a7f2779b2f3b,124,96,0.774,3.26,0
0x3fa63ae3678a4ccb42457045accf94b9e6c54933,938,64,0.068,4.6,1
0xf9e68e9f6c4a97efa6fe82a88987fde5f9b8d8b3,441,2,0.005,4.22,1
0x25f6080eea19b6aa263b068a12d1bf84026d0076,833,41,0.049,5,1
0xc7e1ac4e4cb0c795fc28434c152bc4865286d709,680,20,0.029,4.14,1
0x960376f5d8f65fe61c19467d147713435eb863c0,940,98,0.104,4.51,1
0xa5bff7329a94c15f44a6a72f33cf7c7be0cf1c5e,469,39,0.083,4.82,1
0x7f973932eeef4de3a289614dfad81bdba23b4986,290,66,0.228,4.39,0
0x73ec2a8cf85afc2c94078a8dbeea8296e9dc5ba6,269,24,0.089,3.73,1
0x90f35b11e4aed817dcca2119fd08237ec26f8912,324,54,0.167,3.6,1
0x89d1535120a696dfa6c83d735bdcff6ef33addc7,677,83,0.123,3.94,1
0xc430fc2ca6a4c6cf473c8b55ae5454ea52d8a6c6,380,51,0.134,4.56,1
0x8018219b104ba3bb67f452cc4dffac6bcae1d832,824,43,0.052,3.46,1
0xc8b9932980042044ef26a096090fd640323729f2,93,97,1.043,4.46,0
0x27333b069058dd9b2beba01fb9df7f22174e3085,658,84,0.128,4.23,1
0xb81c029a68c2c5b4c4267048b33fd46c567c6e41,207,55,0.266,3.12,0
0xc260d868c0f8d854084c62ec808c757ba89d89a0,825,54,0.065,4.42,1
0x4ce411d88ecd96007e2625ce5519fec939d05938,743,86,0.116,4.1,1
0x1b8918ff89f8db298007f7b31e92dd46b6930a95,959,69,0.072,3.61,1
0xf9c4e9194ea87e9489280a50ed44b1d40fb441f8,338,76,0.225,4.09,0
0xdca6275f52643b7e45cf2cb71b0b6a0e691780a1,226,86,0.381,3.64,0
0xdca35ce99df3c44b42f4b881c463cd7a5d096558,45,72,1.6,4.17,0
0x6f732759f421d37019cdb07412acf4d119e7bda4,712,80,0.112,3.88,1
0x6b9325b1906836b5d65fcff68cc5f1cb402230e0,72,65,0.903,2.93,0
0xd69b78266eabd3c832c6b262390cb3f7580bf07e,992,18,0.018,3.9,1
0x24d76965911932a9ee150dbd5378d53be51b331b,780,82,0.105,3.69,1
0x414352b1052ba0dc4b6223c664a1f28449cd6767,518,6,0.012,4.44,1
0x68f9c038ecd108436a8b017c577a6d45241b80eb,877,62,0.071,4.62,1
0xe1c7ef5ce9fa88f29dc82f7b75233535cb60c3f7,641,41,0.064,3.64,1
0x2510c95568c5b8939441859e9bc33450c37b3eea,626,41,0.065,3.45,1
0x40d8e910f57c31882e5ef97b32d0fb9558e690d0,602,58,0.096,2.82,0
0x275a3051b170e62495d3dd4fd3d5ee9674349c9d,941,19,0.02,3.43,1
0xbeaecc7cebf4f16496c3dbc03858c43441902046,636,72,0.113,3.77,1
0x0398a32100eda5fb39611a9cf89536d3530f0752,131,16,0.122,3.06,1
0xc505c41c941897fca0e5d8abc265d319dad8ad34,259,26,0.1,4.63,1
0xd8b3eeb035dcfeafef9624d0179648fdd4bc7695,699,46,0.066,4.18,1
0xbcb53e6a4f884ad3859828522a219b7fd8ed378e,20,1,0.05,3.92,1
0xc795bc811a2b6632f16dfa9b10dcf9f45cc4e09c,481,62,0.129,3.99,1
0xecf4c3fc9da94117c0a24e33941cb9c10758f220,66,61,0.924,4.21,0
0x6a4bb30a033db8674991df5cd113b4ee0cc27c15,885,99,0.112,4.44,1
0x5018441a3ea7c78df356affdbf18ca387b5b3bda,436,18,0.041,4.57,1
0xa4cecb6fae0e27c594d47a5933c3d818c2d78987,674,16,0.024,3.78,1
0x5635cf1c994d5a738a6f5984d1e761f7f09348d7,272,68,0.25,3.9,0
0x1726dcac08fcfc7ab9484d999bc353de7e147fa1,39,38,0.974,4.12,0
0xbfb917836ed94cb705d974af3d333eeb7733088d,783,81,0.103,3.87,1
0x0f50b89228a24966e6894bcf31e69cfaf2db1c2d,580,70,0.121,4.61,1
0x4b546451a5b83269fd6cf72b6798175f7f0a5e83,498,80,0.161,4.86,1
0xfec3be5005354e7721e37a81d1740e5cec2e2901,566,38,0.067,4.24,1
0xbbcf70c0346b82df911adbbaf3083e64b0677fa0,473,35,0.074,3.36,1
0x502a7f31fa9e525adbcc1cbae174672784dfa4a2,771,39,0.051,4.36,1
0x4f16130d2e07e905ae1d4c6b201fe25f742071ae,665,44,0.066,4.27,1
0xb3e069a4bd0139f30710cdb68855e5c3fa61b629,329,3,0.009,3.31,1
0xf41e7bc17314da7fb056d080de8420881549dcdc,308,24,0.078,4.27,1
0x052b31201a51807ab5eb08196b5e64ffc4e51a8f,280,68,0.243,3.62,0
0xfe96b05b2adaf81aab568e5d8d4484915fc8786e,873,29,0.033,4.52,1
0x0b617437637d3b2dd4d82dc4db2755672bde5ec9,967,75,0.078,4.35,1
0x494b1992cc374976eff2d61221df31b896f83cb1,688,67,0.097,4.16,1
0x6cab22f53606a46aa1413aa6cb0baeeab9df0f25,933,87,0.093,4.03,1
0xe40722c5f5ba44a874ed116776d42bb958d864cf,205,28,0.137,2.51,0
0xfd110da7809bab2408ebcd7e97c2061a943c8de6,449,72,0.16,3.15,1
0xb798df02e0fd3e152ca2ee1d43f1204a83c57f99,909,67,0.074,3.91,1
